frame,confidence,model
0,0.9235577583312988,YuNet
0,0.9218018651008606,YuNet
0,0.18933813273906708,YuNet
0,0.16714654862880707,YuNet
0,0.12935684621334076,YuNet
0,0.12518757581710815,YuNet
0,0.12048960477113724,YuNet
0,0.1160554513335228,YuNet
0,0.11302444338798523,YuNet
0,0.11038585752248764,YuNet
1,0.9238001704216003,YuNet
1,0.9228541851043701,YuNet
1,0.3175915777683258,YuNet
1,0.11382216215133667,YuNet
1,0.11333367228507996,YuNet
1,0.11251290887594223,YuNet
1,0.1086578443646431,YuNet
1,0.10323379188776016,YuNet
2,0.9245457053184509,YuNet
2,0.9188815951347351,YuNet
2,0.2476997822523117,YuNet
2,0.16100606322288513,YuNet
2,0.13289712369441986,YuNet
2,0.13080114126205444,YuNet
2,0.10449731349945068,YuNet
2,0.10049067437648773,YuNet
3,0.9185830354690552,YuNet
3,0.9150454998016357,YuNet
3,0.2544042468070984,YuNet
3,0.2087228149175644,YuNet
3,0.12981143593788147,YuNet
3,0.1296936720609665,YuNet
3,0.1272965967655182,YuNet
4,0.9177496433258057,YuNet
4,0.9140936732292175,YuNet
4,0.24892939627170563,YuNet
4,0.185430645942688,YuNet
4,0.1357494294643402,YuNet
4,0.1273946762084961,YuNet
4,0.11323536187410355,YuNet
4,0.10001488775014877,YuNet
5,0.9163040518760681,YuNet
5,0.914960503578186,YuNet
5,0.2605537474155426,YuNet
5,0.17985083162784576,YuNet
5,0.16718730330467224,YuNet
5,0.12521551549434662,YuNet
5,0.10998900234699249,YuNet
5,0.10725428909063339,YuNet
5,0.10695493966341019,YuNet
6,0.9196627140045166,YuNet
6,0.9155219793319702,YuNet
6,0.4151565432548523,YuNet
6,0.3342020511627197,YuNet
6,0.3065869212150574,YuNet
6,0.16442224383354187,YuNet
6,0.15436533093452454,YuNet
6,0.13289445638656616,YuNet
6,0.11712576448917389,YuNet
6,0.10544708371162415,YuNet
6,0.1054377481341362,YuNet
6,0.1004524976015091,YuNet
7,0.9226440787315369,YuNet
7,0.9156897664070129,YuNet
7,0.28024882078170776,YuNet
7,0.20169109106063843,YuNet
7,0.18000169098377228,YuNet
7,0.17515389621257782,YuNet
7,0.16398502886295319,YuNet
7,0.13685105741024017,YuNet
7,0.13396725058555603,YuNet
7,0.10349307954311371,YuNet
8,0.9237179160118103,YuNet
8,0.9146129488945007,YuNet
8,0.22596007585525513,YuNet
8,0.1886090785264969,YuNet
8,0.11671043932437897,YuNet
9,0.9231469035148621,YuNet
9,0.9174058437347412,YuNet
9,0.3470853865146637,YuNet
9,0.19870516657829285,YuNet
9,0.11233396828174591,YuNet
9,0.10479225963354111,YuNet
10,0.9222471714019775,YuNet
10,0.9122470021247864,YuNet
10,0.36619243025779724,YuNet
10,0.21373091638088226,YuNet
10,0.16883674263954163,YuNet
10,0.10698489844799042,YuNet
10,0.10309256613254547,YuNet
11,0.9225162863731384,YuNet
11,0.9107838273048401,YuNet
11,0.22284850478172302,YuNet
11,0.20202115178108215,YuNet
11,0.156561940908432,YuNet
11,0.11896252632141113,YuNet
11,0.10050907731056213,YuNet
12,0.9225897192955017,YuNet
12,0.9149914383888245,YuNet
12,0.2114034742116928,YuNet
12,0.14562219381332397,YuNet
12,0.10770368576049805,YuNet
12,0.10461164265871048,YuNet
13,0.9194169044494629,YuNet
13,0.9193723797798157,YuNet
13,0.2776564061641693,YuNet
13,0.14329442381858826,YuNet
13,0.1277294009923935,YuNet
13,0.1274961680173874,YuNet
13,0.12089270353317261,YuNet
13,0.109649159014225,YuNet
13,0.10776698589324951,YuNet
13,0.10211169719696045,YuNet
14,0.9209792613983154,YuNet
14,0.9168355464935303,YuNet
14,0.32706964015960693,YuNet
14,0.20583613216876984,YuNet
14,0.15982839465141296,YuNet
14,0.1566050499677658,YuNet
14,0.14294543862342834,YuNet
14,0.13835135102272034,YuNet
14,0.12483954429626465,YuNet
14,0.11109375953674316,YuNet
14,0.10640506446361542,YuNet
15,0.9213261008262634,YuNet
15,0.9162943363189697,YuNet
15,0.2810419201850891,YuNet
15,0.18064133822917938,YuNet
15,0.16373282670974731,YuNet
15,0.1425272822380066,YuNet
15,0.1396397352218628,YuNet
15,0.1188717931509018,YuNet
15,0.1141597330570221,YuNet
15,0.11402671784162521,YuNet
15,0.10963284224271774,YuNet
16,0.9195917844772339,YuNet
16,0.9182239174842834,YuNet
16,0.19400030374526978,YuNet
16,0.1416129320859909,YuNet
16,0.1408107876777649,YuNet
16,0.11276168376207352,YuNet
16,0.11183618009090424,YuNet
16,0.10366138815879822,YuNet
17,0.9197918772697449,YuNet
17,0.9187233448028564,YuNet
17,0.24510501325130463,YuNet
17,0.23836560547351837,YuNet
17,0.20840685069561005,YuNet
17,0.16243883967399597,YuNet
17,0.1610499769449234,YuNet
17,0.13579025864601135,YuNet
17,0.13002467155456543,YuNet
17,0.10366345942020416,YuNet
17,0.1002468392252922,YuNet
18,0.918371856212616,YuNet
18,0.9180127382278442,YuNet
18,0.4114845097064972,YuNet
18,0.2532743215560913,YuNet
18,0.2494562417268753,YuNet
18,0.20315293967723846,YuNet
18,0.16340909898281097,YuNet
18,0.14966392517089844,YuNet
18,0.14251001179218292,YuNet
18,0.1305105835199356,YuNet
18,0.1271040439605713,YuNet
18,0.12683185935020447,YuNet
18,0.12543167173862457,YuNet
18,0.11655299365520477,YuNet
18,0.11205153167247772,YuNet
19,0.9186312556266785,YuNet
19,0.9170231223106384,YuNet
19,0.2574275732040405,YuNet
19,0.18987341225147247,YuNet
19,0.1898445188999176,YuNet
19,0.16793212294578552,YuNet
19,0.13894836604595184,YuNet
19,0.12267402559518814,YuNet
19,0.11938387900590897,YuNet
19,0.11709018051624298,YuNet
20,0.9146987199783325,YuNet
20,0.9145234227180481,YuNet
20,0.13880784809589386,YuNet
20,0.12603817880153656,YuNet
20,0.10838138312101364,YuNet
20,0.10345753282308578,YuNet
20,0.10113879293203354,YuNet
21,0.9163132905960083,YuNet
21,0.9142856597900391,YuNet
21,0.2046663910150528,YuNet
21,0.19797836244106293,YuNet
21,0.17666667699813843,YuNet
21,0.14218801259994507,YuNet
21,0.1391003429889679,YuNet
21,0.130931556224823,YuNet
21,0.11193724721670151,YuNet
21,0.10999961197376251,YuNet
21,0.10994775593280792,YuNet
21,0.10600824654102325,YuNet
22,0.9185449481010437,YuNet
22,0.911382257938385,YuNet
22,0.22817304730415344,YuNet
22,0.22775977849960327,YuNet
22,0.20808403193950653,YuNet
22,0.16274547576904297,YuNet
22,0.1345045417547226,YuNet
22,0.11388256400823593,YuNet
23,0.9165869355201721,YuNet
23,0.9098567366600037,YuNet
23,0.23398412764072418,YuNet
23,0.16830693185329437,YuNet
23,0.1215820237994194,YuNet
23,0.11836782097816467,YuNet
24,0.9212014079093933,YuNet
24,0.90953129529953,YuNet
24,0.3523787558078766,YuNet
24,0.16956450045108795,YuNet
24,0.14797568321228027,YuNet
24,0.11745039373636246,YuNet
25,0.922538697719574,YuNet
25,0.9116951823234558,YuNet
25,0.3000418245792389,YuNet
25,0.18183591961860657,YuNet
25,0.13634401559829712,YuNet
25,0.12452128529548645,YuNet
25,0.11515244096517563,YuNet
25,0.11051993817090988,YuNet
25,0.10493455082178116,YuNet
25,0.10280733555555344,YuNet
25,0.10166937112808228,YuNet
26,0.9229252338409424,YuNet
26,0.9152196645736694,YuNet
26,0.23633065819740295,YuNet
26,0.1697685420513153,YuNet
26,0.1385457068681717,YuNet
26,0.13031814992427826,YuNet
26,0.12398521602153778,YuNet
26,0.12020851671695709,YuNet
26,0.10330895334482193,YuNet
27,0.9232403039932251,YuNet
27,0.9125733971595764,YuNet
27,0.28504419326782227,YuNet
27,0.2817074656486511,YuNet
27,0.13749797642230988,YuNet
27,0.10635314136743546,YuNet
28,0.9232200980186462,YuNet
28,0.9181643724441528,YuNet
28,0.2815776467323303,YuNet
28,0.203451469540596,YuNet
28,0.1715163290500641,YuNet
28,0.10577255487442017,YuNet
29,0.9233134984970093,YuNet
29,0.911999523639679,YuNet
29,0.23871082067489624,YuNet
29,0.23408368229866028,YuNet
29,0.16525253653526306,YuNet
29,0.1595345139503479,YuNet
29,0.10935579985380173,YuNet
29,0.10933801531791687,YuNet
30,0.9148388504981995,YuNet
30,0.911361038684845,YuNet
30,0.2977973520755768,YuNet
30,0.25188082456588745,YuNet
30,0.18892064690589905,YuNet
30,0.12837755680084229,YuNet
30,0.1256604641675949,YuNet
31,0.9194321036338806,YuNet
31,0.9164694547653198,YuNet
31,0.32133740186691284,YuNet
31,0.26559075713157654,YuNet
